expansion,card_code,name_ja,card_page_url,image_url,release_dates,products,illustrator_name,qa_count,qa_text,effect_text
hPR,hBD24-002,獅白ぼたん,https://hololive-official-cardgame.com/cardlist/?id=564&%2Fcardlist%2Fcardsearch_ex=&expansion=hPR&view=image,https://hololive-official-cardgame.com/wp-content/images/cardlist/hPR/hBD24-002_P.png,,PRカード,イラストレーター名：大暮維人カードナンバー：hBD24-002,0,,"カードタイプ
推しホロメン
レアリティ
P
収録商品
PRカード
色
LIFE
5
推しスキル
[ホロパワー：-2]
グリーンエンハンス
[ターンに1回]このターンの間、自分の緑ホロメン1人のアーツ+20。
SP推しスキル
[ホロパワー：-2]
Birthday Gift ～Green～
[ゲームに1回]自分のデッキから、緑ホロメン1枚を公開し、手札に加える。そしてデッキをシャッフルする。
イラストレーター名：
大暮維人
カードナンバー：
hBD24-002"
hPR,hBD24-003,戌神ころね,https://hololive-official-cardgame.com/cardlist/?id=809&%2Fcardlist%2Fcardsearch_ex=&expansion=hPR&view=image,https://hololive-official-cardgame.com/wp-content/images/cardlist/hPR/hBD24-003_P.png,,【使用可能カード】エントリーカップ「アヤカシヴァーミリオン」 / PRカード,イラストレーター名：Hydeカードナンバー：hBD24-003,0,,"カードタイプ
推しホロメン
レアリティ
P
収録商品
【使用可能カード】エントリーカップ「アヤカシヴァーミリオン」
PRカード
色
LIFE
5
推しスキル
[ホロパワー：-2]
イエローエンハンス
[ターンに1回]このターンの間、自分の黄ホロメン1人のアーツ+20。
SP推しスキル
[ホロパワー：-2]
Birthday Gift ～Yellow～
[ゲームに1回]自分のデッキから、黄ホロメン1枚を公開し、手札に加える。そしてデッキをシャッフルする。
イラストレーター名：
Hyde
カードナンバー：
hBD24-003"
hPR,hBD24-004,白上フブキ,https://hololive-official-cardgame.com/cardlist/?id=810&%2Fcardlist%2Fcardsearch_ex=&expansion=hPR&view=image,https://hololive-official-cardgame.com/wp-content/images/cardlist/hPR/hBD24-004_P.png,,PRカード,イラストレーター名：げぜるん。カードナンバー：hBD24-004,0,,"カードタイプ
推しホロメン
レアリティ
P
収録商品
PRカード
色
LIFE
5
推しスキル
[ホロパワー：-2]
ホワイトエンハンス
[ターンに1回]このターンの間、自分の白ホロメン1人のアーツ+20。
SP推しスキル
[ホロパワー：-2]
Birthday Gift ～White～
[ゲームに1回]自分のデッキから、白ホロメン1枚を公開し、手札に加える。そしてデッキをシャッフルする。
イラストレーター名：
げぜるん。
カードナンバー：
hBD24-004"
hPR,hBD24-005,姫森ルーナ,https://hololive-official-cardgame.com/cardlist/?id=825&%2Fcardlist%2Fcardsearch_ex=&expansion=hPR&view=image,https://hololive-official-cardgame.com/wp-content/images/cardlist/hPR/hBD24-005_P.png,,【使用可能カード】エントリーカップ「アヤカシヴァーミリオン」 / PRカード,イラストレーター名：かんざきひろカードナンバー：hBD24-005,0,,"カードタイプ
推しホロメン
レアリティ
P
収録商品
【使用可能カード】エントリーカップ「アヤカシヴァーミリオン」
PRカード
色
LIFE
5
推しスキル
[ホロパワー：-2]
ホワイトエンハンス
[ターンに1回]このターンの間、自分の白ホロメン1人のアーツ+20。
SP推しスキル
[ホロパワー：-2]
Birthday Gift ～White～
[ゲームに1回]自分のデッキから、白ホロメン1枚を公開し、手札に加える。そしてデッキをシャッフルする。
イラストレーター名：
かんざきひろ
カードナンバー：
hBD24-005"
hPR,hBD24-006,クレイジー・オリー,https://hololive-official-cardgame.com/cardlist/?id=200&%2Fcardlist%2Fcardsearch_ex=&expansion=hPR&view=image,https://hololive-official-cardgame.com/wp-content/images/cardlist/hPR/hBD24-006_P.png,,PRカード,イラストレーター名：生ハミカードナンバー：hBD24-006,0,,"カードタイプ
推しホロメン
レアリティ
P
収録商品
PRカード
色
LIFE
5
推しスキル
[ホロパワー：-2]
パープルエンハンス
[ターンに1回]このターンの間、自分の紫ホロメン1人のアーツ+20。
SP推しスキル
[ホロパワー：-2]
Birthday Gift ～Purple～
[ゲームに1回]自分のデッキから、紫ホロメン1枚を公開し、手札に加える。そしてデッキをシャッフルする。
イラストレーター名：
生ハミ
カードナンバー：
hBD24-006"
hPR,hBD24-007,ジジ・ムリン,https://hololive-official-cardgame.com/cardlist/?id=563&%2Fcardlist%2Fcardsearch_ex=&expansion=hPR&view=image,https://hololive-official-cardgame.com/wp-content/images/cardlist/hPR/hBD24-007_P.png,,PRカード,イラストレーター名：林けゐカードナンバー：hBD24-007,0,,"カードタイプ
推しホロメン
レアリティ
P
収録商品
PRカード
色
LIFE
5
推しスキル
[ホロパワー：-2]
イエローエンハンス
[ターンに1回]このターンの間、自分の黄ホロメン1人のアーツ+20。
SP推しスキル
[ホロパワー：-2]
Birthday Gift ～Yellow～
[ゲームに1回]自分のデッキから、黄ホロメン1枚を公開し、手札に加える。そしてデッキをシャッフルする。
イラストレーター名：
林けゐ
カードナンバー：
hBD24-007"
hPR,hBD24-008,ベスティア・ゼータ,https://hololive-official-cardgame.com/cardlist/?id=830&%2Fcardlist%2Fcardsearch_ex=&expansion=hPR&view=image,https://hololive-official-cardgame.com/wp-content/images/cardlist/hPR/hBD24-008_P.png,,PRカード,イラストレーター名：あるてらカードナンバー：hBD24-008,0,,"カードタイプ
推しホロメン
レアリティ
P
収録商品
PRカード
色
LIFE
5
推しスキル
[ホロパワー：-2]
ホワイトエンハンス
[ターンに1回]このターンの間、自分の白ホロメン1人のアーツ+20。
SP推しスキル
[ホロパワー：-2]
Birthday Gift ～White～
[ゲームに1回]自分のデッキから、白ホロメン1枚を公開し、手札に加える。そしてデッキをシャッフルする。
イラストレーター名：
あるてら
カードナンバー：
hBD24-008"
hPR,hBD24-009,セシリア・イマーグリーン,https://hololive-official-cardgame.com/cardlist/?id=826&%2Fcardlist%2Fcardsearch_ex=&expansion=hPR&view=image,https://hololive-official-cardgame.com/wp-content/images/cardlist/hPR/hBD24-009_P.png,,【使用可能カード】エントリーカップ「アヤカシヴァーミリオン」 / PRカード,イラストレーター名：ilionカードナンバー：hBD24-009,0,,"カードタイプ
推しホロメン
レアリティ
P
収録商品
【使用可能カード】エントリーカップ「アヤカシヴァーミリオン」
PRカード
色
LIFE
5
推しスキル
[ホロパワー：-2]
グリーンエンハンス
[ターンに1回]このターンの間、自分の緑ホロメン1人のアーツ+20。
SP推しスキル
[ホロパワー：-2]
Birthday Gift ～Green～
[ゲームに1回]自分のデッキから、緑ホロメン1枚を公開し、手札に加える。そしてデッキをシャッフルする。
イラストレーター名：
ilion
カードナンバー：
hBD24-009"
hPR,hBD24-010,雪花ラミィ,https://hololive-official-cardgame.com/cardlist/?id=827&%2Fcardlist%2Fcardsearch_ex=&expansion=hPR&view=image,https://hololive-official-cardgame.com/wp-content/images/cardlist/hPR/hBD24-010_P.png,,【使用可能カード】エントリーカップ「アヤカシヴァーミリオン」 / PRカード,イラストレーター名：リン☆ユウカードナンバー：hBD24-010,0,,"カードタイプ
推しホロメン
レアリティ
P
収録商品
【使用可能カード】エントリーカップ「アヤカシヴァーミリオン」
PRカード
色
LIFE
5
推しスキル
[ホロパワー：-2]
ブルーエンハンス
[ターンに1回]このターンの間、自分の青ホロメン1人のアーツ+20。
SP推しスキル
[ホロパワー：-2]
Birthday Gift ～Blue～
[ゲームに1回]自分のデッキから、青ホロメン1枚を公開し、手札に加える。そしてデッキをシャッフルする。
イラストレーター名：
リン☆ユウ
カードナンバー：
hBD24-010"
hPR,hBD24-011,ネリッサ・レイヴンクロフト,https://hololive-official-cardgame.com/cardlist/?id=828&%2Fcardlist%2Fcardsearch_ex=&expansion=hPR&view=image,https://hololive-official-cardgame.com/wp-content/images/cardlist/hPR/hBD24-011_P.png,,PRカード,イラストレーター名：EB十カードナンバー：hBD24-011,0,,"カードタイプ
推しホロメン
レアリティ
P
収録商品
PRカード
色
LIFE
5
推しスキル
[ホロパワー：-2]
パープルエンハンス
[ターンに1回]このターンの間、自分の紫ホロメン1人のアーツ+20。
SP推しスキル
[ホロパワー：-2]
Birthday Gift ～Purple～
[ゲームに1回]自分のデッキから、紫ホロメン1枚を公開し、手札に加える。そしてデッキをシャッフルする。
イラストレーター名：
EB十
カードナンバー：
hBD24-011"
hPR,hBD24-012,白銀ノエル,https://hololive-official-cardgame.com/cardlist/?id=846&%2Fcardlist%2Fcardsearch_ex=&expansion=hPR&view=image,https://hololive-official-cardgame.com/wp-content/images/cardlist/hPR/hBD24-012_P.png,,PRカード,イラストレーター名：MyungYiカードナンバー：hBD24-012,0,,"カードタイプ
推しホロメン
レアリティ
P
収録商品
PRカード
色
LIFE
5
推しスキル
[ホロパワー：-2]
ホワイトエンハンス
[ターンに1回]このターンの間、自分の白ホロメン1人のアーツ+20。
SP推しスキル
[ホロパワー：-2]
Birthday Gift ～White～
[ゲームに1回]自分のデッキから、白ホロメン1枚を公開し、手札に加える。そしてデッキをシャッフルする。
イラストレーター名：
MyungYi
カードナンバー：
hBD24-012"
hPR,hBD24-013,紫咲シオン,https://hololive-official-cardgame.com/cardlist/?id=831&%2Fcardlist%2Fcardsearch_ex=&expansion=hPR&view=image,https://hololive-official-cardgame.com/wp-content/images/cardlist/hPR/hBD24-013_P.png,,PRカード,イラストレーター名：りいちゅカードナンバー：hBD24-013,0,,"カードタイプ
推しホロメン
レアリティ
P
収録商品
PRカード
色
LIFE
5
推しスキル
[ホロパワー：-2]
パープルエンハンス
[ターンに1回]このターンの間、自分の紫ホロメン1人のアーツ+20。
SP推しスキル
[ホロパワー：-2]
Birthday Gift ～Purple～
[ゲームに1回]自分のデッキから、紫ホロメン1枚を公開し、手札に加える。そしてデッキをシャッフルする。
イラストレーター名：
りいちゅ
カードナンバー：
hBD24-013"
hPR,hBD24-014,こぼ・かなえる,https://hololive-official-cardgame.com/cardlist/?id=832&%2Fcardlist%2Fcardsearch_ex=&expansion=hPR&view=image,https://hololive-official-cardgame.com/wp-content/images/cardlist/hPR/hBD24-014_P.png,,PRカード,イラストレーター名：ふわりカードナンバー：hBD24-014,0,,"カードタイプ
推しホロメン
レアリティ
P
収録商品
PRカード
色
LIFE
5
推しスキル
[ホロパワー：-2]
ブルーエンハンス
[ターンに1回]このターンの間、自分の青ホロメン1人のアーツ+20。
SP推しスキル
[ホロパワー：-2]
Birthday Gift ～Blue～
[ゲームに1回]自分のデッキから、青ホロメン1枚を公開し、手札に加える。そしてデッキをシャッフルする。
イラストレーター名：
ふわり
カードナンバー：
hBD24-014"
hPR,hBD24-015,百鬼あやめ,https://hololive-official-cardgame.com/cardlist/?id=847&%2Fcardlist%2Fcardsearch_ex=&expansion=hPR&view=image,https://hololive-official-cardgame.com/wp-content/images/cardlist/hPR/hBD24-015_P.png,,【使用可能カード】エントリーカップ「アヤカシヴァーミリオン」 / PRカード,イラストレーター名：Tivカードナンバー：hBD24-015,0,,"カードタイプ
推しホロメン
レアリティ
P
収録商品
【使用可能カード】エントリーカップ「アヤカシヴァーミリオン」
PRカード
色
LIFE
5
推しスキル
[ホロパワー：-2]
レッドエンハンス
[ターンに1回]このターンの間、自分の赤ホロメン1人のアーツ+20。
SP推しスキル
[ホロパワー：-2]
Birthday Gift ～Red～
[ゲームに1回]自分のデッキから、赤ホロメン1枚を公開し、手札に加える。そしてデッキをシャッフルする。
イラストレーター名：
Tiv
カードナンバー：
hBD24-015"
hPR,hBD24-016,沙花叉クロヱ,https://hololive-official-cardgame.com/cardlist/?id=848&%2Fcardlist%2Fcardsearch_ex=&expansion=hPR&view=image,https://hololive-official-cardgame.com/wp-content/images/cardlist/hPR/hBD24-016_P.png,,【使用可能カード】エントリーカップ「アヤカシヴァーミリオン」 / PRカード,イラストレーター名：パセリカードナンバー：hBD24-016,0,,"カードタイプ
推しホロメン
レアリティ
P
収録商品
【使用可能カード】エントリーカップ「アヤカシヴァーミリオン」
PRカード
色
LIFE
5
推しスキル
[ホロパワー：-2]
ブルーエンハンス
[ターンに1回]このターンの間、自分の青ホロメン1人のアーツ+20。
SP推しスキル
[ホロパワー：-2]
Anniversary Gift ～Blue～
[ゲームに1回]自分のデッキから、青ホロメン1枚を公開し、手札に加える。そしてデッキをシャッフルする。
イラストレーター名：
パセリ
カードナンバー：
hBD24-016"
hPR,hBD24-017,兎田ぺこら,https://hololive-official-cardgame.com/cardlist/?id=1090&%2Fcardlist%2Fcardsearch_ex=&expansion=hPR&view=image,https://hololive-official-cardgame.com/wp-content/images/cardlist/hPR/hBD24-017_P.png,,PRカード,イラストレーター名：憂姫はぐれカードナンバー：hBD24-017,0,,"カードタイプ
推しホロメン
レアリティ
P
収録商品
PRカード
色
LIFE
5
推しスキル
[ホロパワー：-2]
グリーンエンハンス
[ターンに1回]このターンの間、自分の緑ホロメン1人のアーツ+20。
SP推しスキル
[ホロパワー：-2]
Birthday Gift ～Green～
[ゲームに1回]自分のデッキから、緑ホロメン1枚を公開し、手札に加える。そしてデッキをシャッフルする。
イラストレーター名：
憂姫はぐれ
カードナンバー：
hBD24-017"
hPR,hBD24-018,アユンダ・リス,https://hololive-official-cardgame.com/cardlist/?id=1091&%2Fcardlist%2Fcardsearch_ex=&expansion=hPR&view=image,https://hololive-official-cardgame.com/wp-content/images/cardlist/hPR/hBD24-018_P_02.png,,PRカード,イラストレーター名：Nestvirgoカードナンバー：hBD24-018,0,,"カードタイプ
推しホロメン
レアリティ
P
収録商品
PRカード
色
LIFE
5
推しスキル
[ホロパワー：-2]
イエローエンハンス
[ターンに1回]このターンの間、自分の黄ホロメン1人のアーツ+20。
SP推しスキル
[ホロパワー：-2]
Birthday Gift ～Yellow～
[ゲームに1回]自分のデッキから、黄ホロメン1枚を公開し、手札に加える。そしてデッキをシャッフルする。
イラストレーター名：
Nestvirgo
カードナンバー：
hBD24-018"
